Nunca	ADV	nunca
Oslo	NP	Oslo
,	CM	,
Noruega	NP	Noruega
.	FS	.
Estos	DM	este
mil	CARD	mil
días	NC	día
de	PREP	de
negociación	NC	negociación
no	NEG	no
han	VHfin	haber
tenido	VLadj	tener
un	ART	un
tránsito	NC	tránsito
normal	ADJ	normal
.	FS	.
Las	ART	el
tensiones	NC	tensión
han	VHfin	haber
hecho	VLadj	hacer
parte	NC	parte
de	PREP	de
la	ART	el
mesa	NC	mesa
por	PREP	por
hechos	NC	hecho
propios	ADJ	propio
de	PREP	de
la	ART	el
condición	NC	condición
impuesta	VLadj	imponer
:	COLON	:
negociar	VLinf	negociar
bajo	PREP	bajo
las	ART	el
hostilidades	NC	hostilidad
y	CC	y
sin	PREP	sin
cese	NC	cese
el	ART	el
fuego	NC	fuego
.	FS	.
'	QT	'
Ese	DM	ese
elemento	NC	elemento
es	VSfin	ser
lo	ART	el
que	CQUE	que
ha	VHfin	haber
generado	VLadj	generar
polémica	ADJ	polémico
en	PREP	en
estos	DM	este
diálogos	NC	diálogo
.	FS	.
Los	ART	el
ataques	NC	ataque
de	PREP	de
las	ART	el
Farc	NP	<unknown>
llevaron	VLfin	llevar
a	PREP	a
un	ART	un
punto	NC	punto
alto	ADJ	alto
de	PREP	de
tensión	NC	tensión
la	ART	el
negociación	NC	negociación
'	QT	'
,	CM	,
asevera	VLfin	aseverar
el	ART	el
analista	NC	analista
del	PDEL	del
conflicto	NC	conflicto
armado	VLadj	armar
,	CM	,
Juan	NP	Juan
Carlos	NP	Carlos
Ortega	NP	Ortega
.	FS	.
Para	PREP	para
este	DM	este
informe	NC	informe
y	CC	y
como	ADV	como
ejercicio	NC	ejercicio
periodístico	ADJ	periodístico
quisimos	VLfin	querer
contar	VLinf	contar
con	PREP	con
la	ART	el
visión	NC	visión
del	PDEL	del
Gobierno	NP	<unknown>
,	CM	,
la	ART	el
sociedad	NC	sociedad
civil	ADJ	civil
y	CC	y
las	ART	el
Farc	NP	<unknown>
,	CM	,
pero	CCAD	pero
los	ART	el
negociadores	NC	negociador
del	PDEL	del
grupo	NC	grupo
guerrillero	NC	guerrillero
no	NEG	no
respondieron	VLfin	responder
al	PAL	al
llamado	VLadj	llamar
.	FS	.
#	SYM	#
Es	VSfin	ser
una	ART	un
realidad	NC	realidad
inobjetable	ADJ	<unknown>
:	COLON	:
Medellín	NP	Medellín
ha	VHfin	haber
hecho	VLadj	hacer
en	PREP	en
estos	DM	este
tres	CARD	tres
últimos	ADJ	último
años	NC	año
la	ART	el
mayor	ADJ	grande
inversión	NC	inversión
en	PREP	en
seguridad	NC	seguridad
de	PREP	de
su	PPO	suyo
historia	NC	historia
(	LP	(
355	CARD	@card@
mil	CARD	mil
millones	CARD	millones
de	PREP	de
pesos	NC	peso
)	RP	)
.	FS	.
El	ART	el
logro	NC	logro
más	ADV	más
palpable	ADJ	palpable
es	VSfin	ser
que	CQUE	que
el	ART	el
número	NC	número
de	PREP	de
homicidios	NC	homicidio
viene	VLfin	venir
cediendo	VLger	ceder
semestre	NC	semestre
a	PREP	a
semestre	NC	semestre
.	FS	.
Pero	CCAD	pero
el	ART	el
gran	ADJ	grande
lunar	NC	lunar
,	CM	,
lo	PPC	él
señalan	VLfin	señalar
los	ART	el
críticos	ADJ	crítico
,	CM	,
es	VSfin	ser
que	CQUE	que
los	ART	el
casos	NC	caso
de	PREP	de
hurto	NC	hurto
en	PREP	en
las	ART	el
calles	NC	calle
no	NEG	no
muestran	VLfin	mostrar
descensos	NC	descenso
significativos	ADJ	significativo
.	FS	.
¿Qué	VLfin	<unknown>
decir	VLinf	decir
respecto	NC	respecto
del	PDEL	del
clima	NC	clima
de	PREP	de
inseguridad	NC	inseguridad
callejera	ADJ	callejero
que	CQUE	que
la	ART	el
gente	NC	gente
aún	ADV	aún
cuestiona	VLfin	cuestionar
?	FS	?
Es	VSfin	ser
previsible	ADJ	previsible
que	CQUE	que
mientras	CSUBX	mientras
los	ART	el
niveles	NC	nivel
de	PREP	de
protección	NC	protección
mejoran	VLfin	mejorar
,	CM	,
la	ART	el
comunidad	NC	comunidad
se	SE	se
vuelva	VLfin	volver
más	ADV	más
exigente	ADJ	exigente
y	CC	y
que	CQUE	que
cualquier	QU	cualquier
episodio	NC	episodio
que	CQUE	que
vulnera	VLfin	vulnerar
la	ART	el
vida	NC	vida
o	CC	o
los	ART	el
bienes	NC	bien
tenga	VLfin	tener
mayor	ADJ	grande
impacto	NC	impacto
público	ADJ	público
.	FS	.
En	PREP	en
especial	ADJ	especial
,	CM	,
por	PREP	por
el	ART	el
ruido	NC	ruido
paralelo	ADJ	paralelo
que	CQUE	que
a	PREP	a
veces	NC	vez
se	SE	se
registra	VLfin	registrar
en	PREP	en
las	ART	el
redes	NC	red
sociales	ADJ	social
.	FS	.
Pero	CCAD	pero
reducir	VLinf	reducir
las	ART	el
inquietudes	NC	inquietud
ciudadanas	NC	ciudadano
a	PREP	a
esos	DM	ese
efectos	NC	efecto
sería	VSfin	ser
desconocer	VLinf	desconocer
los	ART	el
problemas	NC	problema
estructurales	ADJ	estructural
de	PREP	de
inversión	NC	inversión
social	ADJ	social
y	CC	y
de	PREP	de
crimen	NC	crimen
organizado	ADJ	organizado
que	CQUE	que
aún	ADV	aún
gravitan	VLfin	<unknown>
sobre	PREP	sobre
los	ART	el
barrios	NC	barrio
y	CC	y
comunas	NC	comuna
de	PREP	de
Medellín	NP	Medellín
.	FS	.
Hace	VLfin	hacer
unos	ART	un
días	NC	día
,	CM	,
el	ART	el
tema	NC	tema
salió	VLfin	salir
a	PREP	a
flote	VLfin	flotar
en	PREP	en
el	ART	el
debate	VLfin	debatir
del	PDEL	del
Concejo	NC	concejo
a	PREP	a
los	ART	el
resultados	NC	resultado
y	CC	y
planes	NC	plan
de	PREP	de
seguridad	NC	seguridad
municipal	ADJ	municipal
.	FS	.
Hay	VHfin	haber
barrios	NC	barrio
,	CM	,
y	CC	y
así	CSUBX	así
se	SE	se
denunció	VLfin	denunciar
,	CM	,
a	PREP	a
los	ART	el
que	CQUE	que
no	NEG	no
llegan	VLfin	llegar
los	ART	el
productos	NC	producto
oficiales	ADJ	oficial
de	PREP	de
la	ART	el
Fábrica	NC	fábrica
de	PREP	de
Licores	NC	licor
de	PREP	de
Antioquia	NP	Antioquia
,	CM	,
lo	ART	el
cual	REL	cual
es	VSfin	ser
ejemplo	NC	ejemplo
palpable	ADJ	palpable
del	PDEL	del
control	NC	control
territorial	ADJ	territorial
que	CQUE	que
ejercen	VLfin	ejercer
algunas	QU	alguno
bandas	NC	banda
y	CC	y
combos	NC	<unknown>
,	CM	,
por	PREP	por
demás	QU	demás
inmersos	ADJ	inmerso
en	PREP	en
la	ART	el
piratería	NC	piratería
y	CC	y
el	ART	el
monopolio	NC	monopolio
de	PREP	de
este	DM	este
tipo	NC	tipo
de	PREP	de
productos	NC	producto
.	FS	.
De	PREP	de
ahí	ADV	ahí
se	SE	se
entiende	VLfin	entender
también	ADV	también
el	ART	el
influjo	NC	<unknown>
que	CQUE	que
tienen	VLfin	tener
sobre	PREP	sobre
el	ART	el
circuito	NC	circuito
económico	ADJ	económico
esas	DM	ese
presiones	NC	presión
y	CC	y
rentas	NC	renta
criminales	ADJ	criminal
,	CM	,
que	CQUE	que
incorporan	VLfin	incorporar
a	PREP	a
sus	PPO	suyo
filas	NC	fila
a	PREP	a
miles	NC	mil
de	PREP	de
jóvenes	NC	joven
entre	PREP	entre
los	ART	el
14	CARD	@card@
y	CC	y
los	ART	el
25	CARD	@card@
años	NC	año
de	PREP	de
edad	NC	edad
a	PREP	a
los	ART	el
que	CQUE	que
instrumentalizan	VLfin	<unknown>
y	CC	y
atrapan	VLfin	<unknown>
en	PREP	en
tales	QU	tal
redes	NC	red
delincuenciales	NC	<unknown>
.	FS	.
Además	ADV	además
,	CM	,
un	ART	un
estudio	NC	estudio
reciente	ADJ	reciente
en	PREP	en
las	ART	el
comunas	NC	comuna
San	NP	Santo
Javier	NP	Javier
,	CM	,
Populares	NP	<unknown>
y	CC	y
Caicedo	NP	<unknown>
demostró	VLfin	demostrar
que	CQUE	que
los	ART	el
jefes	NC	jefe
y	CC	y
grupos	NC	grupo
del	PDEL	del
crimen	NC	crimen
organizado	VLadj	organizar
se	SE	se
convierten	VLfin	convertir
en	PREP	en
agentes	NC	agente
protectores	ADJ	protector
y	CC	y
de	PREP	de
socialización	NC	socialización
de	PREP	de
menores	ADJ	pequeño
carentes	ADJ	carente
de	PREP	de
afecto	NC	afecto
y	CC	y
parte	NC	parte
de	PREP	de
familias	NC	familia
altamente	ADV	alto
disfuncionales	ADJ	<unknown>
.	FS	.
Por	PREP	por
eso	DM	ese
,	CM	,
de	PREP	de
la	ART	el
mano	NC	mano
de	PREP	de
la	ART	el
contención	NC	contención
y	CC	y
la	ART	el
disuasión	NC	disuasión
policial	ADJ	policial
-que	VLfin	<unknown>
no	NEG	no
deja	VLfin	dejar
de	PREP	de
ser	VSinf	ser
indispensable-	VLadj	<unknown>
debe	VMfin	deber
ir	VLinf	ir
un	ART	un
esfuerzo	NC	esfuerzo
sostenido	ADJ	sostenido
de	PREP	de
acompañamiento	NC	acompañamiento
integral	ADJ	integral
a	PREP	a
los	ART	el
menores	ADJ	pequeño
de	PREP	de
entre	PREP	entre
ocho	CARD	ocho
y	CC	y
doce	CARD	doce
años	NC	año
en	PREP	en
las	ART	el
zonas	NC	zona
más	ADV	más
vulnerables	ADJ	vulnerable
.	FS	.
La	ART	el
crítica	ADJ	crítico
debe	VMfin	deber
entenderse	VCLIinf	entenderse
como	CSUBX	como
el	ART	el
camino	NC	camino
para	CSUBI	para
perfeccionar	VLinf	perfeccionar
un	ART	un
sistema	NC	sistema
de	PREP	de
seguridad	NC	seguridad
contra	PREP	contra
un	ART	un
crimen	NC	crimen
que	CQUE	que
tal	QU	tal
vez	NC	vez
sea	VSfin	ser
el	ART	el
más	ADV	más
sofisticado	VLadj	sofisticar
del	PDEL	del
país	NC	país
.	FS	.
Pero	CCAD	pero
al	PAL	al
tiempo	NC	tiempo
,	CM	,
las	ART	el
observaciones	NC	observación
no	NEG	no
invalidan	VLfin	invalidar
ni	CCNEG	ni
ocultan	VLfin	ocultar
los	ART	el
logros	NC	logro
que	CQUE	que
en	PREP	en
reducción	NC	reducción
de	PREP	de
homicidios	NC	homicidio
(	LP	(
entiéndase	VCLIfin	entenderse
protección	NC	protección
a	PREP	a
la	ART	el
vida	NC	vida
)	RP	)
viene	VLfin	venir
registrando	VLger	registrar
la	ART	el
ciudad	NC	ciudad
y	CC	y
que	CQUE	que
,	CM	,
al	PAL	al
final	NC	final
de	PREP	de
2015	CARD	@card@
,	CM	,
la	ART	el
podrían	VMfin	poder
poner	VLinf	poner
por	PREP	por
debajo	ADV	debajo
de	PREP	de
20	CARD	@card@
homicidios	NC	homicidio
por	PREP	por
cada	QU	cada
100	CARD	@card@
mil	CARD	mil
habitantes	NC	habitante
.	FS	.
El	ART	el
Municipio	NC	municipio
aportó	VLfin	aportar
gran	ADJ	grande
dotación	NC	dotación
tecnológica	ADJ	tecnológico
y	CC	y
robusteció	VLfin	<unknown>
el	ART	el
pie	NC	pie
de	PREP	de
fuerza	NC	fuerza
de	PREP	de
manera	NC	manera
significativa	ADJ	significativo
,	CM	,
para	CSUBI	para
corregir	VLinf	corregir
el	ART	el
atraso	NC	atraso
notorio	ADJ	notorio
que	CQUE	que
traía	VLfin	traer
Medellín	NP	Medellín
.	FS	.
Ahora	ADV	ahora
debe	VMfin	deber
crecer	VLinf	crecer
la	ART	el
operatividad	NC	operatividad
policial	ADJ	policial
en	PREP	en
las	ART	el
zonas	NC	zona
de	PREP	de
mayor	ADJ	grande
violencia	NC	violencia
e	CC	y
inseguridad	NC	inseguridad
,	CM	,
caso	NC	caso
del	PDEL	del
Centro	NC	centro
.	FS	.
Pero	CCAD	pero
la	ART	el
avanzada	VLadj	avanzar
debe	VMfin	deber
ampliarse	VCLIinf	ampliarse
a	PREP	a
reparar	VLinf	reparar
el	ART	el
tejido	NC	tejido
social	ADJ	social
mediante	PREP	mediante
programas	NC	programa
potentes	ADJ	potente
de	PREP	de
empleo	NC	empleo
,	CM	,
educación	NC	educación
y	CC	y
seguridad	NC	seguridad
alimentaria	ADJ	alimentario
que	CQUE	que
rebajen	VLfin	rebajar
aspirantes	NC	aspirante
a	PREP	a
las	ART	el
huestes	NC	hueste
del	PDEL	del
crimen	NC	crimen
:	COLON	:
jóvenes	NC	joven
que	CQUE	que
crezcan	VLfin	crecer
en	PREP	en
la	ART	el
cultura	NC	cultura
de	PREP	de
la	ART	el
legalidad	NC	legalidad
y	CC	y
del	PDEL	del
respeto	NC	respeto
a	PREP	a
la	ART	el
vida	NC	vida
humana	ADJ	humano
.	FS	.
Esta	DM	este
perspectiva	NC	perspectiva
más	ADV	más
holística	ADJ	<unknown>
del	PDEL	del
control	NC	control
de	PREP	de
una	ART	un
ciudad	NC	ciudad
que	CQUE	que
podría	VMfin	poder
ser	VSinf	ser
eje	NC	eje
y	CC	y
referente	ADJ	referente
del	PDEL	del
desarrollo	NC	desarrollo
urbano	ADJ	urbano
colombiano	ADJ	colombiano
garantizará	VLfin	garantizar
esa	DM	ese
nueva	ADJ	nuevo
cultura	NC	cultura
de	PREP	de
tolerancia	NC	tolerancia
,	CM	,
convivencia	NC	convivencia
y	CC	y
respeto	NC	respeto
a	PREP	a
la	ART	el
vida	NC	vida
que	CQUE	que
vienen	VLfin	venir
creciendo	VLger	crecer
de	PREP	de
la	ART	el
mano	NC	mano
de	PREP	de
una	ART	un
eficaz	ADJ	eficaz
inversión	NC	inversión
pública	ADJ	público
y	CC	y
privada	ADJ	privado
,	CM	,
y	CC	y
después	ADV	después
del	PDEL	del
paciente	ADJ	paciente
aprendizaje	NC	aprendizaje
que	CQUE	que
dejaron	VLfin	dejar
,	CM	,
para	PREP	para
mal	ADV	mal
y	CC	y
para	PREP	para
bien	ADV	bien
,	CM	,
la	ART	el
violencia	NC	violencia
y	CC	y
la	ART	el
desinstitucionalización	NC	<unknown>
de	PREP	de
otras	QU	otro
épocas	NC	época
aciagas	ADJ	<unknown>
que	CQUE	que
ojalá	NP	ojalá
no	NEG	no
vuelvan	VLfin	volver
.	FS	.
#	SYM	#
Cultivos	NP	<unknown>
ilícitos	ADJ	ilícito
,	CM	,
terrenos	NC	terreno
minados	VLadj	minar
y	CC	y
grupos	NC	grupo
armados	VLadj	armar
ilegales	ADJ	ilegal
,	CM	,
son	VSfin	ser
tres	CARD	tres
de	PREP	de
las	ART	el
14	CARD	@card@
variables	NC	variable
que	CQUE	que
impiden	VLfin	impedir
la	ART	el
restitución	NC	restitución
de	PREP	de
tierras	NC	tierra
a	PREP	a
los	ART	el
campesinos	NC	campesino
reclamantes	VLadj	<unknown>
de	PREP	de
sus	PPO	suyo
predios	NC	predio
,	CM	,
despojados	VLadj	despojar
por	PREP	por
las	ART	el
guerrillas	NC	guerrilla
o	CC	o
las	ART	el
estructuras	NC	estructura
paramilitares	ADJ	paramilitar
entre	PREP	entre
1990	CARD	@card@
y	CC	y
2006.	ALFS	@ord@
'	QT	'
Si	CSUBX	si
esas	DM	ese
14	CARD	@card@
variables	NC	variable
no	NEG	no
se	SE	se
cumplen	VLfin	cumplir
son	VSfin	ser
amenazas	NC	amenaza
para	PREP	para
el	ART	el
proceso	NC	proceso
de	PREP	de
restitución	NC	restitución
.	FS	.
La	ART	el
Fuerza	NP	<unknown>
Pública	NP	<unknown>
dice	VLfin	decir
si	CSUBX	si
las	ART	el
condiciones	NC	condición
son	VSfin	ser
óptimas	ADJ	óptimo
o	CC	o
no	NEG	no
'	QT	'
,	CM	,
explicó	VLfin	explicar
Paola	NP	Paola
Cadavid	NP	<unknown>
,	CM	,
directora	NC	directora
de	PREP	de
la	ART	el
Territorial	NC	<unknown>
de	PREP	de
Antioquia	NP	Antioquia
de	PREP	de
la	ART	el
Unidad	NC	unidad
de	PREP	de
Restitución	NC	restitución
de	PREP	de
Tierras	NC	tierra
(	LP	(
URT	NP	<unknown>
)	RP	)
.	FS	.
Anorí	NC	<unknown>
,	CM	,
Remedios	NC	remedio
y	CC	y
Segovia	NP	Segovia
en	PREP	en
el	ART	el
Nordeste	NC	nordeste
;	SEMICOLON	;
Ituango	ADJ	<unknown>
y	CC	y
Briceño	ADJ	<unknown>
en	PREP	en
el	ART	el
Norte	NC	norte
;	SEMICOLON	;
Cáceres	NP	Cáceres
,	CM	,
Taraza	NP	<unknown>
y	CC	y
Caucasia	NP	<unknown>
en	PREP	en
el	ART	el
Bajo	NC	bajo
Cauca	NP	<unknown>
;	SEMICOLON	;
el	ART	el
corregimiento	NC	<unknown>
La	ART	el
Danta	NP	<unknown>
(	LP	(
Sonsón	NC	<unknown>
)	RP	)
y	CC	y
la	ART	el
vereda	NC	vereda
Las	ART	el
Palmas	NC	palma
(	LP	(
Granada	NP	Granada
)	RP	)
son	VSfin	ser
los	ART	el
territorios	NC	territorio
en	PREP	en
los	ART	el
que	CQUE	que
hasta	PREP	hasta
hoy	ADV	hoy
la	ART	el
Unidad	NC	unidad
de	PREP	de
Restitución	NC	restitución
de	PREP	de
Tierras	NC	tierra
(	LP	(
URT	NP	<unknown>
)	RP	)
no	NEG	no
ha	VHfin	haber
podido	VMadj	poder
intervenir	VLinf	intervenir
,	CM	,
pese	ADV	pese
a	PREP	a
las	ART	el
solicitudes	NC	solicitud
hechas	VLadj	hacer
por	PREP	por
los	ART	el
reclamantes	NC	<unknown>
para	CSUBI	para
recuperar	VLinf	recuperar
hectáreas	NC	hectárea
que	CQUE	que
alegan	VLfin	alegar
son	VSfin	ser
de	PREP	de
su	PPO	suyo
propiedad	NC	propiedad
.	FS	.
En	PREP	en
Antioquia	NP	Antioquia
,	CM	,
actualmente	ADV	actual
se	SE	se
tramitan	VLfin	tramitar
a	PREP	a
través	NC	través
de	PREP	de
la	ART	el
URT	NC	<unknown>
3.557	CODE	@card@
solicitudes	NC	solicitud
de	PREP	de
restitución	NC	restitución
en	PREP	en
municipios	NC	municipio
del	PDEL	del
departamento	NC	departamento
donde	ADV	donde
existe	VLfin	existir
presencia	NC	presencia
activa	ADJ	activo
del	PDEL	del
conflicto	NC	conflicto
armado	VLadj	armar
.	FS	.
La	ART	el
directora	NC	directora
de	PREP	de
la	ART	el
Territorial	NC	<unknown>
de	PREP	de
Antioquia	NP	Antioquia
de	PREP	de
la	ART	el
URT	NC	<unknown>
señaló	VLfin	señalar
que	CQUE	que
frente	NC	frente
a	PREP	a
estos	DM	este
casos	NC	caso
específicos	ADJ	específico
,	CM	,
la	ART	el
Policía	NC	policía
,	CM	,
el	ART	el
Ejército	NC	ejército
y	CC	y
la	ART	el
Fuerza	NP	<unknown>
Aérea	ADJ	aéreo
no	NEG	no
han	VHfin	haber
dado	VLadj	dar
conceptos	NC	concepto
favorables	ADJ	favorable
para	PREP	para
la	ART	el
presencia	NC	presencia
de	PREP	de
los	ART	el
funcionarios	NC	funcionario
de	PREP	de
la	ART	el
unidad	NC	unidad
de	PREP	de
restitución	NC	restitución
en	PREP	en
la	ART	el
zona	NC	zona
,	CM	,
por	PREP	por
lo	ART	el
que	CQUE	que
estas	DM	este
peticiones	NC	petición
de	PREP	de
campesinos	NC	campesino
y	CC	y
reclamantes	NC	<unknown>
no	NEG	no
se	SE	se
han	VHfin	haber
llevado	VLadj	llevar
a	PREP	a
cabo	NC	cabo
.	FS	.
Y	CC	y
es	VSfin	ser
que	CQUE	que
en	PREP	en
el	ART	el
Bajo	NP	<unknown>
Cauca	NP	<unknown>
,	CM	,
subregión	NC	<unknown>
en	PREP	en
la	ART	el
que	CQUE	que
se	SE	se
incrementó	VLfin	incrementar
el	ART	el
conflicto	NC	conflicto
armado	VLadj	armar
por	PREP	por
la	ART	el
presencia	NC	presencia
de	PREP	de
bandas	NC	banda
criminales	ADJ	criminal
después	ADV	después
de	PREP	de
la	ART	el
última	ADJ	último
desmovilización	NC	desmovilización
de	PREP	de
las	ART	el
Autodefensas	NC	<unknown>
en	PREP	en
2006	CARD	@card@
,	CM	,
y	CC	y
la	ART	el
posterior	ADJ	posterior
guerra	NC	guerra
en	PREP	en
el	ART	el
2007	CARD	@card@
de	PREP	de
grupos	NC	grupo
emergentes	ADJ	emergente
como	CSUBX	como
'	QT	'
los	ART	el
Paisas	NC	<unknown>
'	QT	'
y	ALFS	y
'	QT	'
los	ART	el
Urabeños	NP	<unknown>
'	QT	'
,	CM	,
se	SE	se
ha	VHfin	haber
mantenido	VLadj	mantener
la	ART	el
presencia	NC	presencia
de	PREP	de
estructuras	NC	estructura
ilegales	ADJ	ilegal
,	CM	,
que	CQUE	que
han	VHfin	haber
mantenido	VLadj	mantener
su	PPO	suyo
regularidad	NC	regularidad
en	PREP	en
hechos	NC	hecho
delictivos	ADJ	delictivo
.	FS	.
Así	CSUBX	así
mismo	ADJ	mismo
,	CM	,
el	ART	el
frente	NC	frente
36	CODE	@card@
de	PREP	de
las	ART	el
Farc	NP	<unknown>
aumentó	VLfin	aumentar
sus	PPO	suyo
hostigamientos	NC	hostigamiento
en	PREP	en
la	ART	el
región	NC	región
.	FS	.
'	QT	'
Hemos	NP	<unknown>
pedido	VLadj	pedir
conceptos	NC	concepto
en	PREP	en
el	ART	el
Bajo	NP	<unknown>
Cauca	NP	<unknown>
,	CM	,
allí	ADV	allí
se	SE	se
nos	PPX	nosotros
ha	VHfin	haber
dicho	VLadj	decir
que	CQUE	que
no	NEG	no
podemos	VLfin	podar|poder
adelantar	VLinf	adelantar
el	ART	el
proceso	NC	proceso
porque	CSUBX	porque
hay	VHfin	haber
riesgo	NC	riesgo
de	PREP	de
la	ART	el
presencia	NC	presencia
de	PREP	de
grupos	NC	grupo
armados	VLadj	armar
beligerantes	ADJ	beligerantes
,	CM	,
especialmente	ADV	especial
Farc	NP	<unknown>
y	CC	y
bacrim	NC	<unknown>
.	FS	.
El	ART	el
corregimiento	NC	<unknown>
del	PDEL	del
Piamonte	NC	<unknown>
en	PREP	en
Cáceres	NP	Cáceres
,	CM	,
algunos	QU	alguno
sectores	NC	sector
de	PREP	de
Tarazá	NC	<unknown>
también	ADV	también
han	VHfin	haber
sido	VSadj	ser
difíciles	ADJ	difícil
.	FS	.
En	PREP	en
Caucasia	NP	<unknown>
tenemos	VLfin	tener
intervenciones	NC	intervención
que	CQUE	que
quisiéramos	VLfin	querer
ampliar	VLinf	ampliar
,	CM	,
porque	CSUBX	porque
también	ADV	también
en	PREP	en
algunas	QU	alguno
veredas	NC	vereda
el	ART	el
concepto	NC	concepto
no	NEG	no
es	VSfin	ser
favorable	ADJ	favorable
'	QT	'
,	CM	,
agregó	VLfin	agregar
la	ART	el
directora	NC	directora
de	PREP	de
la	ART	el
URT	NC	<unknown>
.	FS	.
No	NEG	no
obstante	ADV	obstante
,	CM	,
y	CC	y
pese	ADV	pese
al	PAL	al
panorama	NC	panorama
negativo	ADJ	negativo
,	CM	,
han	VHfin	haber
sido	VSadj	ser
emitidas	VLadj	emitir
132	CARD	@card@
sentencias	NC	sentencia
con	PREP	con
fallos	NC	fallo
favorables	ADJ	favorable
por	PREP	por
los	ART	el
jueces	NC	juez
y	CC	y
se	SE	se
han	VHfin	haber
entregado	VLadj	entregar
3.000	CARD	@card@
